,DATE,TAVG,TMAX,TMIN,PRCP
1238,2009-08,65.6,87.0,44.2,0.28
1239,2009-09,62.8,86.5,39.2,0.11
1240,2009-10,47.8,64.4,31.3,2.31
1241,2009-11,,,,1.24
1242,2009-12,29.2,39.7,18.7,2.73
1243,2010-01,36.3,43.1,29.5,6.89
1244,2010-02,37.4,48.2,26.5,3.57
1245,2010-03,40.1,55.1,25.2,2.75
1246,2010-04,42.1,55.7,28.6,3.59
1247,2010-05,48.2,63.2,33.1,1.38
1248,2010-06,61.1,77.7,44.5,0.82
1249,2010-07,69.7,90.5,48.8,0.21
1250,2010-08,,,,0.8
1251,2010-09,59.0,80.4,37.7,0.57
1252,2010-10,52.1,68.3,36.0,2.91
1253,2010-11,37.7,51.2,24.2,2.15
1254,2010-12,36.5,43.8,29.3,7.29
1255,2011-01,33.3,46.8,19.9,1.1
1256,2011-02,32.4,46.3,18.4,5.79
1257,2011-03,39.0,48.1,30.0,7.85
1258,2011-04,44.0,58.0,29.9,2.33
1259,2011-05,49.0,63.8,34.1,3.4
1260,2011-06,59.2,75.1,43.3,0.96
1261,2011-07,66.0,85.1,47.0,0.02
1262,2011-08,66.1,88.3,43.9,0.0
1263,2011-09,63.0,86.1,40.0,0.3
1264,2011-10,49.8,67.5,32.2,1.65
1265,2011-11,38.0,50.8,25.1,1.1
1266,2011-12,32.3,48.5,16.1,0.19
1267,2012-01,32.8,46.9,18.7,3.38
1268,2012-02,36.4,50.1,22.6,0.94
1269,2012-03,,,,
1270,2012-04,46.7,61.4,31.9,3.33
1271,2012-05,53.9,72.5,35.3,1.0
1272,2012-06,58.2,77.1,39.3,0.81
1273,2012-07,66.5,87.2,45.9,0.01
1274,2012-08,,,,
1275,2012-09,63.1,87.1,39.0,0.0
1276,2012-10,52.1,70.5,33.8,2.18
1277,2012-11,41.8,52.5,31.2,6.45
1278,2012-12,32.0,40.3,23.7,11.58
1279,2013-01,24.6,39.0,10.1,0.92
1280,2013-02,34.4,49.4,19.4,0.63
1281,2013-03,43.6,59.6,27.5,1.82
1282,2013-04,48.0,65.0,30.9,1.19
1283,2013-05,55.8,72.6,38.9,0.74
1284,2013-06,64.2,82.5,46.0,1.06
1285,2013-07,71.9,92.6,51.3,0.0
1286,2013-08,,,,
1287,2013-09,59.7,79.1,40.2,0.73
1288,2013-10,47.3,67.5,27.1,0.28
1289,2013-11,40.3,56.7,23.8,0.69
1290,2013-12,27.5,44.0,11.1,0.18
1291,2014-01,36.0,53.0,19.1,0.51
1292,2014-02,39.7,52.0,27.4,4.14
1293,2014-03,43.7,58.4,29.0,5.35
1294,2014-04,47.9,65.1,30.8,0.89
1295,2014-05,,,,
1296,2014-06,64.3,83.9,44.8,0.13
1297,2014-07,73.5,93.9,53.0,0.01
1298,2014-08,69.3,88.4,50.3,0.45
1299,2014-09,62.7,84.2,41.2,0.72
1300,2014-10,53.0,71.3,34.7,1.8
1301,2014-11,41.2,53.8,28.6,2.7
1302,2014-12,39.6,47.3,31.9,9.74
1303,2015-01,38.2,52.3,24.2,0.2
1304,2015-02,43.4,58.4,28.5,5.12
1305,2015-03,47.4,64.3,30.4,0.97
1306,2015-04,47.2,64.5,30.0,1.21
1307,2015-05,56.8,71.6,42.0,1.64
1308,2015-06,68.8,87.9,49.7,0.53
1309,2015-07,69.9,88.5,51.3,0.73
1310,2015-08,68.4,88.7,48.0,0.01
1311,1998-07,70.2,80.0,60.5,
1312,1998-08,75.3,85.6,65.0,
1313,1998-09,65.6,74.1,57.1,
1314,1998-10,58.0,65.1,50.9,
1315,1999-01,51.9,57.6,46.1,
1316,1999-02,44.9,51.7,38.1,
1317,1999-03,43.7,50.9,36.5,
1318,1999-04,47.4,54.0,40.9,
1319,1999-05,,,45.7,
1320,1999-06,65.1,74.1,56.1,
1321,1999-07,66.8,78.5,55.1,
1322,1999-08,66.3,76.7,56.0,
1323,1999-09,71.7,82.3,61.1,
1324,1999-10,67.6,77.4,57.8,
1325,1999-11,64.5,71.2,57.8,
1326,1999-12,54.2,62.0,46.5,
1327,2000-01,47.3,52.8,41.8,
1328,2000-02,46.0,50.5,41.5,
1329,2000-03,50.8,59.0,42.5,
1330,2000-04,55.4,65.5,45.3,
1331,2000-05,57.8,68.0,47.6,
1332,2000-06,68.6,80.3,57.0,
1333,2000-07,67.6,78.9,56.2,
1334,2000-08,72.9,83.0,62.8,
1335,2000-09,65.4,74.7,56.0,
1336,2000-10,56.1,63.5,48.7,
1337,2000-11,48.2,55.2,41.1,
1338,2000-12,51.8,57.5,46.1,
1339,2001-01,45.6,51.3,40.0,
1340,2001-02,43.3,48.9,37.7,
1341,2001-03,51.9,59.0,44.8,
1342,2001-04,47.4,55.8,39.1,
1343,2001-05,67.6,77.1,58.1,
1344,2001-06,67.1,77.6,56.6,
1345,2001-07,67.7,78.2,57.2,
1346,2001-08,70.2,81.1,59.4,
1347,2001-09,68.1,78.1,58.2,
1348,2001-10,63.2,71.6,54.9,
1349,2001-11,52.2,58.7,45.7,
1350,2002-04,48.8,57.0,40.7,
1351,2002-05,56.6,66.4,46.8,
1352,2002-06,63.6,73.9,53.4,
1353,2002-07,70.0,80.9,59.2,
1354,2002-08,70.4,81.5,59.2,
1355,2002-09,68.6,79.1,58.1,
1356,2002-10,59.7,69.2,50.1,
1357,2002-11,55.7,62.4,48.9,
1358,2002-12,45.8,50.8,40.8,
1359,2003-01,54.4,61.0,47.8,
1360,2003-02,46.3,52.7,40.0,
1361,2003-03,49.7,57.8,41.7,
1362,2003-04,44.7,51.1,38.3,
1363,2003-05,56.9,65.9,48.0,
1364,2003-06,64.0,75.4,52.6,
1365,2003-07,74.9,85.2,64.5,
1366,2003-08,67.7,78.7,56.7,
1367,2003-09,70.5,81.3,59.6,
1368,2003-10,65.9,75.3,56.4,
1369,2003-11,46.9,53.0,40.9,
1370,2003-12,45.4,50.1,40.8,
1371,2004-01,45.8,51.8,39.7,
1372,2004-02,44.1,49.7,38.4,
1373,2004-03,57.6,66.1,49.2,
1374,2004-04,55.0,64.1,45.9,
1375,2004-05,56.3,65.9,46.7,
1376,2004-06,61.4,71.5,51.3,
1377,2004-07,69.2,79.6,58.8,
1378,2004-08,68.8,79.8,57.8,
1379,2004-09,68.0,78.3,57.6,
1380,2004-10,57.3,65.6,48.9,
1381,2004-11,48.9,55.5,42.4,
1382,2004-12,48.8,54.7,42.9,
1383,2005-01,48.0,53.3,42.6,
1384,2005-02,47.3,53.1,41.4,
1385,2005-03,51.1,57.8,44.4,
1386,2005-04,48.6,57.2,39.9,
1387,2005-05,56.3,64.9,47.7,
1388,2005-06,58.3,67.9,48.7,
1389,2005-07,74.5,84.5,64.5,
1390,2005-08,74.0,84.4,63.6,
1391,2005-09,63.1,73.6,52.6,
1392,2005-10,58.1,67.4,48.7,
1393,2005-11,55.0,62.4,47.6,
1394,2005-12,48.6,53.8,43.5,
1395,2006-01,46.4,51.9,40.9,
1396,2006-02,50.1,56.3,44.0,
1397,2006-03,40.6,45.9,35.3,
1398,2006-04,48.1,54.0,42.3,
1399,2006-05,60.1,68.3,51.9,
1400,2006-06,68.7,77.8,59.6,
1401,2006-07,76.1,85.5,66.6,
1402,2006-08,68.5,78.0,59.1,
1403,2006-09,69.1,78.9,59.4,
1404,2006-10,57.8,65.1,50.4,
1405,2006-11,51.3,57.0,45.5,
1406,2006-12,48.7,54.0,43.4,
1407,2007-01,45.8,51.9,39.6,
1408,2007-02,45.6,50.6,40.5,
1409,2007-03,54.9,62.8,47.1,
1410,2007-04,52.4,60.0,44.8,
1411,2007-05,58.4,67.4,49.5,
1412,2007-06,64.9,75.0,54.8,
1413,2007-07,69.1,78.7,59.4,
1414,2007-08,70.5,80.5,60.5,
1415,2007-09,61.5,70.6,52.5,
1416,2007-10,56.5,63.9,49.0,
1417,2007-11,56.6,62.8,50.4,
1418,2007-12,43.1,48.1,38.1,
1419,2008-01,43.3,47.7,38.8,
1420,2008-02,47.6,53.6,41.6,
1421,2008-03,49.7,57.4,42.0,
1422,2008-04,50.2,59.9,40.6,
1423,2008-05,57.5,66.7,48.3,
1424,2008-06,68.0,77.7,58.4,
1425,2008-07,72.7,82.7,62.7,
1426,2008-08,73.8,83.6,64.1,
1427,2008-09,70.6,80.3,60.9,
1428,2008-10,65.0,73.0,56.9,
1429,2008-11,55.6,61.6,49.6,
1430,2008-12,46.0,51.7,40.3,
1431,2009-01,53.3,59.3,47.3,
1432,2009-02,44.9,49.7,40.1,
1433,2009-03,47.8,54.8,40.9,
1434,2009-04,50.2,58.3,42.1,
1435,2009-05,61.3,70.3,52.4,
1436,2009-06,61.2,70.6,51.8,
1437,2009-07,74.0,83.1,64.9,
1438,2009-08,72.2,81.4,62.9,
1439,2009-09,71.8,81.4,62.2,
1440,2009-10,58.0,65.2,50.9,
1441,2009-11,52.7,59.1,46.3,
1442,2009-12,45.5,50.4,40.6,
1443,2010-01,48.8,53.5,44.1,
1444,2010-02,47.2,52.4,42.0,
1445,2010-03,48.5,55.3,41.6,
1446,2010-04,47.4,54.6,40.1,
1447,2010-05,52.3,60.1,44.5,
1448,2010-06,63.6,73.4,53.9,
1449,2010-07,70.7,80.1,61.2,
1450,2010-08,67.9,77.7,58.2,
1451,2010-09,69.5,78.1,60.8,
1452,2010-10,59.4,66.9,51.9,
1453,2010-11,50.2,55.8,44.5,
1454,2010-12,46.2,50.7,41.7,
1455,2011-01,51.7,57.6,45.8,
1456,2011-02,44.5,50.8,38.2,
1457,2011-03,46.0,51.5,40.5,
1458,2011-04,49.3,57.7,40.9,
1459,2011-05,51.5,59.8,43.1,
1460,2011-06,60.7,69.0,52.3,
1461,2011-07,67.9,77.1,58.7,
1462,2011-08,70.3,79.6,61.0,
1463,2011-09,71.9,81.2,62.5,
1464,2011-10,61.6,69.0,54.1,
1465,2011-11,49.5,54.9,44.1,
1466,2011-12,48.8,55.3,42.3,
1467,2012-01,50.9,57.4,44.3,
1468,2012-02,47.1,53.6,40.6,
1469,2012-03,45.6,52.2,38.9,
1470,2012-04,52.1,60.1,44.0,
1471,2012-05,58.7,68.2,49.3,
1472,2012-06,62.7,73.8,51.7,
1473,2012-07,68.7,78.5,58.9,
1474,2012-08,75.3,85.0,65.7,
1475,2012-09,72.5,81.5,63.5,
1476,2012-10,61.0,68.9,53.0,
1477,2012-11,53.9,59.9,47.9,
1478,2012-12,44.7,49.5,40.0,
1479,2013-01,47.9,54.2,41.5,
1480,2013-02,47.9,54.9,41.0,
1481,2013-03,52.9,60.3,45.4,
1482,2013-04,57.2,65.7,48.7,
1483,2013-05,59.0,68.5,49.5,
1484,2013-06,65.6,75.1,56.1,
1485,2013-08,69.1,79.1,59.0,
1486,2013-09,65.1,74.3,55.8,
1487,2013-10,62.1,70.3,53.8,
1488,2013-11,54.9,61.7,48.2,
1489,2013-12,52.0,58.9,45.1,
1490,2014-01,57.8,64.4,51.2,
1491,2014-02,49.4,55.0,43.8,
1492,2014-03,52.8,59.9,45.8,
1493,2014-04,55.4,64.3,46.5,
1494,2014-05,60.9,70.8,51.1,
1495,2014-06,67.2,77.8,56.5,
1496,2014-07,71.2,80.7,61.7,
1497,2014-08,69.9,79.6,60.1,
1498,2014-09,69.0,77.6,60.3,
1499,2014-10,65.7,73.8,57.6,
1500,2014-11,56.0,62.3,49.7,
1501,2014-12,48.4,52.3,44.5,
1502,2015-01,56.3,62.9,49.7,
1503,2015-02,55.5,62.3,48.7,
1504,2015-03,57.7,65.7,49.6,
1505,2015-04,54.1,62.8,45.4,
1506,2015-05,53.2,61.7,44.7,
1507,2015-06,70.0,79.9,60.1,
1508,2015-07,68.8,78.4,59.2,
1509,2015-08,69.6,80.1,59.1,
1510,2015-09,70.7,80.0,61.4,
1511,2015-10,66.0,74.5,57.5,
1512,2015-11,50.3,56.9,43.7,
1513,2015-12,44.3,49.7,39.0,
1514,2016-01,46.4,50.8,41.9,
1515,2016-02,56.2,63.2,49.1,
1516,2016-03,50.4,56.8,44.0,
1517,2016-04,54.0,61.7,46.3,
1518,2016-05,57.9,66.7,49.1,
1519,2016-06,69.7,80.0,59.3,
1520,2016-07,72.0,82.0,61.9,
1521,2016-08,71.9,81.8,61.9,
1522,2016-09,68.7,78.8,58.6,
1523,2016-10,57.4,63.7,51.1,
1524,2016-11,53.8,60.0,47.5,
1525,2016-12,47.4,53.3,41.5,
1526,2017-01,44.9,50.1,39.7,
1527,2017-02,46.0,50.8,41.2,
1528,2017-03,53.0,60.3,45.6,
1529,2017-04,52.0,59.7,44.3,
1530,2017-05,58.6,67.6,49.7,
1531,2017-06,68.3,78.2,58.3,
1532,2017-07,75.3,85.3,65.3,
1533,2017-08,75.3,84.8,65.9,
1534,2017-09,67.4,77.0,57.7,
1535,2017-10,65.0,73.8,56.1,
1536,2017-11,53.0,59.3,46.8,
1537,2017-12,55.5,62.3,48.8,
1538,2018-01,51.6,57.6,45.6,
1539,2018-02,50.3,57.9,42.7,
1540,2018-03,48.1,54.7,41.5,
1541,2018-04,53.4,61.9,44.9,
1542,2018-05,54.5,64.2,44.9,
1543,2018-06,65.3,75.7,54.8,
1544,2018-07,75.9,85.5,66.3,
1545,2018-08,70.9,80.9,60.9,
1546,2018-09,69.2,79.2,59.3,
1547,2018-10,62.8,71.2,54.4,
1548,2018-11,58.2,64.7,51.7,
1549,2018-12,47.5,53.9,41.1,
1550,2019-01,49.1,54.6,43.5,
1551,2019-02,40.0,45.1,34.9,
1552,2019-03,46.8,53.0,40.6,
1553,2019-04,55.4,63.2,47.6,
1554,2019-05,53.0,60.8,45.1,
1555,2019-06,67.9,77.9,57.9,
1556,2019-07,70.1,79.9,60.4,
1557,2019-08,71.4,81.7,61.1,
1558,2019-09,66.3,75.3,57.3,
1559,2019-10,63.0,71.6,54.4,
1560,2019-11,57.6,65.1,50.1,
1561,2019-12,46.4,50.4,42.3,
1562,2020-01,47.7,53.8,41.6,
1563,2020-02,53.3,61.1,45.4,
1564,2020-03,45.8,51.7,39.9,
1565,2020-04,52.8,60.9,44.8,
1566,2020-05,60.0,68.8,51.3,
1567,2020-06,66.2,76.6,55.7,
1568,2020-07,70.9,80.8,61.0,
1569,2020-08,75.4,84.6,66.2,
1570,2020-09,75.2,83.7,66.6,
1571,1994-06,59.8,79.6,40.0,
1572,1994-07,72.1,93.2,51.1,
1573,1994-08,65.9,89.7,42.2,
1574,1994-09,60.3,82.4,38.3,
1575,1994-10,46.8,65.4,28.2,
1576,1994-11,29.9,40.6,19.2,
1577,1994-12,25.9,37.5,14.3,
1578,1995-01,37.4,43.7,31.1,
1579,1995-02,40.4,57.5,23.4,
1580,1995-03,38.7,49.0,28.5,
1581,1995-04,42.6,55.3,30.0,
1582,1995-05,52.6,65.5,39.7,
1583,1995-06,57.9,72.7,43.2,
1584,1995-08,64.3,86.2,42.4,
1585,1995-09,61.4,82.6,40.3,
1586,1995-10,48.5,68.9,28.1,
1587,1995-11,44.0,59.7,28.3,
1588,1995-12,37.2,46.6,27.8,
1589,1996-01,34.8,44.5,25.2,
1590,1996-02,38.4,50.3,26.6,
1591,1996-03,40.8,54.7,26.9,
1592,1996-04,45.2,59.3,31.1,
1593,1996-05,51.1,65.8,36.4,
1594,1996-06,61.7,80.1,43.4,
1595,1996-07,70.8,91.3,50.2,
1596,1996-08,67.7,89.7,45.7,
1597,1996-09,57.4,77.6,37.1,
1598,1996-10,47.2,65.0,29.4,
1599,1996-11,40.3,53.8,26.9,
1600,1996-12,34.9,43.1,26.7,
1601,1997-01,31.4,41.6,21.2,
1602,1997-02,35.7,47.0,24.4,
1603,1997-03,42.2,56.7,27.6,
1604,1997-04,44.1,57.0,31.3,
1605,1997-05,57.3,74.7,39.8,
1606,1997-06,60.6,75.3,45.9,
1607,1997-07,68.4,86.8,50.0,
1608,1997-08,66.8,87.0,46.5,
1609,1997-09,59.0,78.6,39.4,
1610,1997-10,47.1,63.2,31.0,
1611,1997-11,41.3,52.8,29.9,
1612,1997-12,30.3,41.5,19.1,
1613,1998-01,36.7,44.5,28.8,
1614,1998-02,35.3,42.2,28.6,
1615,1998-03,39.8,51.9,27.7,
1616,1998-04,44.2,57.5,30.9,
1617,1998-05,47.6,57.7,37.4,
1618,1998-06,59.2,74.0,44.3,
1619,1998-07,70.3,90.8,49.8,
1620,1998-08,70.0,92.3,47.7,
1621,1998-09,62.7,80.9,44.5,
1622,1998-10,46.8,64.3,29.3,
1623,1998-11,37.0,46.2,27.9,
1624,1999-01,33.9,46.1,21.6,
1625,1999-02,32.8,43.6,21.9,
1626,1999-03,38.5,50.3,26.6,
1627,1999-04,42.8,56.4,29.1,
1628,1999-05,51.0,67.7,34.3,
1629,1999-06,59.2,77.1,41.3,
1630,1999-07,65.6,87.2,44.1,
1631,1999-08,64.0,83.3,44.6,
1632,1999-09,60.2,83.8,36.7,
1633,1999-10,50.4,73.0,27.8,
1634,1999-11,43.1,57.9,28.2,
1635,1999-12,32.1,46.3,17.9,
1636,2000-01,33.9,43.5,24.3,
1637,2000-02,39.0,48.0,30.1,
1638,2000-03,40.4,54.1,26.7,
1639,2000-04,47.9,63.5,32.3,
1640,2000-05,52.8,67.8,37.9,
1641,2000-06,62.9,83.3,42.5,
1642,2000-07,65.9,86.4,45.4,
1643,2000-08,66.5,88.8,44.2,
1644,2000-09,57.2,76.9,37.5,
1645,2000-10,46.8,64.1,29.5,
1646,2000-11,34.5,47.5,21.6,
1647,2000-12,33.0,46.1,19.8,
1648,2001-01,31.7,45.6,17.8,
1649,2001-02,31.1,43.9,18.2,
1650,2001-03,41.9,57.0,26.7,
1651,2001-04,41.8,56.3,27.3,
1652,2001-05,57.6,78.0,37.2,
1653,2001-06,60.5,79.7,41.3,
1654,2001-07,68.1,88.8,47.3,
1655,2001-08,69.0,92.6,45.4,
1656,2001-09,60.9,82.9,39.0,
1657,2001-10,51.7,72.5,31.0,
1658,2001-11,39.5,53.7,25.2,
1659,2001-12,32.2,40.5,23.9,
1660,2002-01,30.2,42.2,18.2,
1661,2002-02,38.1,52.0,24.2,
1662,2002-03,37.8,53.0,22.6,
1663,2002-04,46.4,61.5,31.2,
1664,2002-05,52.3,69.6,35.0,
1665,2002-06,62.9,82.2,43.6,
1666,2002-07,72.0,94.6,49.3,
1667,2002-08,65.8,88.7,43.0,
1668,2002-09,60.0,82.7,37.4,
1669,2002-10,46.8,68.9,24.7,
1670,2002-11,40.1,56.9,23.2,
1671,2002-12,35.2,45.0,25.4,
1672,2003-01,41.7,53.4,30.0,
1673,2003-02,34.8,47.5,22.1,
1674,2003-03,42.3,54.5,30.1,
1675,2003-04,40.0,50.4,29.5,
1676,2003-05,52.8,68.6,37.1,
1677,2003-06,64.5,85.0,44.1,
1678,2003-07,72.3,94.4,50.3,
1679,2003-08,65.8,86.6,45.0,
1680,2003-09,62.0,85.2,38.7,
1681,2003-10,52.4,73.6,31.3,
1682,2003-11,35.9,46.9,24.9,
1683,2003-12,34.4,42.9,26.0,
1684,2004-01,33.8,44.7,22.8,
1685,2004-02,35.7,45.2,26.2,
1686,2004-03,45.7,62.0,29.4,
1687,2004-04,47.2,63.4,30.9,
1688,2004-05,52.7,69.1,36.3,
1689,2004-06,62.3,81.5,43.2,
1690,2004-07,70.2,91.0,49.4,
1691,2004-08,67.5,87.8,47.2,
1692,2004-09,57.7,79.3,36.1,
1693,2004-10,46.9,63.0,30.9,
1694,2004-11,37.4,50.7,24.1,
1695,2004-12,34.4,47.1,21.8,
1696,2005-01,31.7,44.7,18.6,
1697,2005-02,37.6,51.0,24.2,
1698,2005-03,42.5,57.3,27.6,
1699,2005-04,44.6,57.4,31.7,
1700,2005-05,53.0,66.1,40.0,
1701,2005-06,57.0,73.7,40.3,
1702,2005-07,71.3,92.6,50.0,
1703,2005-08,68.4,90.9,45.8,
1704,2005-09,56.8,78.3,35.3,
1705,2005-10,49.1,67.5,30.7,
1706,2005-11,37.7,49.8,25.5,
1707,2005-12,35.2,46.1,24.2,
1708,2006-01,34.6,43.3,25.8,
1709,2006-02,35.8,50.1,21.5,
1710,2006-03,35.5,45.6,25.4,
1711,2006-04,45.2,57.4,33.0,
1712,2006-05,55.8,73.3,38.3,
1713,2006-06,64.9,84.1,45.7,
1714,2006-07,72.1,93.8,50.4,
1715,2006-08,66.0,88.1,44.0,
1716,2006-09,59.7,82.7,36.7,
1717,2006-10,48.1,67.8,28.4,
1718,2006-11,38.9,50.1,27.8,
1719,2006-12,31.5,42.9,20.2,
1720,2007-01,28.8,43.7,14.0,
1721,2007-02,36.9,48.4,25.4,
1722,2007-03,44.4,60.7,28.2,
1723,2007-04,46.4,62.0,30.7,
1724,2007-05,55.0,74.2,35.8,
1725,2007-06,61.0,81.0,41.0,
1726,2007-07,71.4,93.5,49.2,
1727,2007-08,67.7,90.1,45.2,
1728,2007-09,57.0,78.1,35.9,
1729,2007-10,46.6,62.6,30.6,
1730,2007-11,40.3,55.5,25.1,
1731,2007-12,29.2,37.7,20.7,
1732,2008-01,27.8,38.9,16.7,
1733,2008-02,32.6,47.1,18.1,
1734,2008-03,37.8,50.7,25.0,
1735,2008-04,42.2,58.0,26.5,
1736,2008-05,53.8,69.6,38.0,
1737,2008-06,60.6,81.1,40.1,
1738,2008-07,69.8,91.5,48.0,
1739,2008-08,68.3,89.8,46.7,
1740,2008-09,60.9,84.8,36.9,
1741,2008-10,49.5,68.8,30.3,
1742,2008-11,42.7,56.7,28.7,
1743,2008-12,29.1,42.5,15.7,
1744,2009-01,33.0,46.1,19.9,
1745,2009-02,36.2,47.5,24.9,
1746,2009-04,44.2,59.9,28.5,
1747,2009-05,56.7,74.4,39.0,
1748,2009-06,60.8,77.2,44.4,
1749,2009-07,70.0,92.1,47.9,
1750,2009-08,66.3,88.2,44.5,
1751,2009-09,62.3,86.0,38.6,
1752,2009-10,46.8,63.0,30.7,
1753,2009-11,38.9,52.9,24.9,
1754,2009-12,28.0,40.3,15.7,
1755,2010-01,37.8,45.8,29.8,
1756,2010-02,38.5,50.1,26.9,
1757,2010-03,38.8,52.9,24.8,
1758,2010-04,42.0,54.8,29.1,
1759,2010-05,47.0,61.2,32.8,
1760,2010-06,60.0,76.0,44.0,
1761,2010-09,59.9,82.5,37.3,
1762,2010-10,51.2,66.9,35.6,
1763,2010-11,36.4,50.1,22.7,
1764,2011-02,32.8,46.7,18.8,
1765,2011-03,38.8,47.8,29.7,
1766,2011-04,41.6,53.8,29.4,
1767,2011-05,47.8,61.2,34.4,
1768,2011-07,67.7,88.3,47.2,
1769,2011-08,68.4,90.6,46.3,
1770,2011-09,64.3,87.8,40.7,
1771,2011-10,49.8,68.2,31.4,
1772,2011-11,36.9,49.8,24.0,
1773,2011-12,31.2,48.5,13.8,
1774,2012-01,34.2,49.9,18.5,
1775,2012-02,34.9,48.1,21.8,
1776,2012-03,38.9,50.6,27.2,
1777,2012-04,46.6,60.8,32.3,
1778,2012-05,53.1,70.9,35.3,
1779,2012-06,58.1,77.0,39.1,
1780,2012-07,69.2,90.6,47.9,
1781,2012-08,69.5,93.4,45.7,
1782,2012-09,63.8,88.6,38.9,
1783,2012-10,51.4,71.2,31.6,
1784,2012-11,41.1,54.2,28.0,
1785,2012-12,30.2,40.0,20.4,
1786,2013-01,22.5,38.4,6.7,
1787,2013-02,33.8,48.5,19.1,
1788,2013-03,42.3,58.4,26.3,
1789,2013-04,46.2,62.0,30.4,
1790,2013-05,54.3,70.7,37.9,
1791,2013-06,62.4,81.2,43.6,
1792,2013-07,72.4,94.9,49.9,
1793,2013-08,65.8,87.4,44.2,
1794,2013-09,59.5,77.5,41.4,
1795,2013-10,45.9,67.2,24.5,
1796,2013-11,40.1,58.0,22.2,
1797,2013-12,26.2,44.4,8.1,
1798,2014-01,35.4,54.7,16.1,
1799,2014-02,38.6,50.7,26.6,
1800,2014-03,41.9,56.3,27.5,
1801,2014-04,48.1,64.8,31.3,
1802,2014-05,54.8,73.4,36.1,
1803,2014-06,63.2,83.1,43.2,
1804,2014-07,74.1,95.6,52.6,
1805,2014-08,68.1,88.6,47.7,
1806,2014-09,62.0,83.0,41.0,
1807,2014-10,52.6,71.9,33.3,
1808,2014-11,40.7,53.9,27.4,
1809,2014-12,38.5,44.8,32.2,
1810,2015-01,38.3,52.8,23.7,
1811,2015-02,42.2,57.1,27.3,
1812,2015-03,45.8,64.1,27.5,
1813,2015-04,45.3,63.6,27.1,
1814,2015-05,54.3,69.3,39.2,
1815,2015-06,68.0,88.2,47.7,
1816,1989-01,53.9,67.1,40.7,0.28
1817,1989-02,55.1,66.0,44.1,0.67
1818,1989-03,58.3,70.1,46.6,0.9
1819,1989-04,65.2,75.5,55.0,0.0
1820,1989-05,64.3,73.8,54.8,0.09
1821,1989-06,67.2,76.7,57.6,0.01
1822,1989-07,72.4,82.7,62.1,0.0
1823,1989-08,72.0,80.8,63.2,0.0
1824,1989-09,71.4,83.9,59.0,0.21
1825,1989-10,66.1,76.6,55.7,0.08
1826,1989-11,63.3,77.0,49.7,0.17
1827,1989-12,58.9,73.2,44.6,0.05
1828,1990-01,57.3,70.2,44.5,2.01
1829,1990-02,54.6,65.8,43.5,0.59
1830,1990-03,58.8,68.3,49.4,0.76
1831,1990-04,63.4,71.8,54.9,0.71
1832,1990-05,64.5,74.1,55.0,0.47
1833,1990-06,71.4,82.0,60.9,0.22
1834,1990-07,75.0,85.8,64.3,0.01
1835,1990-08,72.9,81.5,64.3,0.01
1836,1990-09,73.6,84.3,62.9,0.0
1837,1990-10,70.5,83.1,57.9,0.06
1838,1990-11,63.2,76.7,49.8,0.74
1839,1990-12,56.3,69.1,43.5,0.72
1840,1991-01,57.8,68.9,46.7,0.89
1841,1991-02,60.3,72.6,47.9,1.78
1842,1991-03,55.9,64.5,47.2,4.96
1843,1991-04,61.1,70.9,51.3,0.1
1844,1991-05,62.2,71.5,52.9,0.0
1845,1991-06,64.8,72.9,56.7,0.0
1846,1991-07,69.7,77.7,61.8,0.47
1847,1991-08,72.4,81.6,63.2,0.0
1848,1991-09,71.4,80.9,62.0,0.35
1849,1991-10,69.7,80.9,58.4,0.23
1850,1991-11,63.8,77.8,49.7,0.1
1851,1991-12,58.5,69.9,47.2,1.65
1852,1992-01,59.2,72.7,45.8,1.87
1853,1992-02,63.4,73.4,53.5,4.67
1854,1992-03,60.6,68.8,52.4,2.2
1855,1992-04,68.8,79.4,58.2,0.19
1856,1992-05,68.3,75.2,61.3,0.12
1857,1992-06,69.0,78.4,59.6,0.0
1858,1992-07,74.1,83.6,64.5,0.06
1859,1992-08,75.8,86.4,65.2,0.04
1860,1992-09,73.2,85.3,61.1,0.0
1861,1992-10,67.5,77.8,57.3,0.33
1862,1992-11,62.0,76.0,48.1,0.0
1863,1992-12,53.8,65.3,42.3,2.52
1864,1993-01,55.7,64.4,46.9,6.45
1865,1993-02,56.3,65.3,47.4,3.27
1866,1993-03,60.4,70.4,50.4,1.25
1867,1993-04,62.7,73.8,51.6,0.0
1868,1993-05,66.1,75.5,56.7,0.04
1869,1993-06,69.7,79.2,60.2,0.67
1870,1993-07,70.7,78.7,62.7,0.08
1871,1993-08,72.1,81.6,62.6,0.0
1872,1993-09,71.3,82.0,60.5,0.02
1873,1993-10,68.3,79.9,56.7,0.18
1874,1993-11,61.8,74.7,48.9,1.26
1875,1993-12,57.1,70.6,43.7,0.55
1876,1994-01,58.7,72.9,44.4,1.22
1877,1994-02,58.6,69.6,47.6,3.21
1878,1994-03,59.7,69.4,49.9,3.52
1879,1994-04,60.4,69.3,51.5,0.73
1880,1994-05,61.6,69.5,53.8,0.09
1881,1994-06,69.6,80.6,58.6,0.0
1882,1994-07,70.9,79.9,61.9,0.17
1883,1994-08,76.0,87.0,65.0,0.02
1884,1994-09,72.5,83.9,61.1,0.0
1885,1994-10,66.1,77.4,54.8,0.06
