,DATE,TAVG,TMAX,TMIN,PRCP
2484,2018-04,59.5,72.2,46.8,4.47
2485,2018-05,70.6,84.3,56.9,0.7
2486,2018-06,79.4,95.1,63.8,0.0
2487,2018-07,86.7,103.2,70.3,0.0
2488,2018-08,79.7,97.0,62.3,0.0
2489,2018-09,74.0,92.4,55.6,0.03
2490,2018-10,66.6,81.3,51.9,0.52
2491,2018-11,55.5,69.0,42.1,6.5
2492,2018-12,48.0,57.1,39.0,4.33
2493,2019-01,50.3,59.7,40.9,7.77
2494,2019-02,44.7,52.1,37.3,8.8
2495,2019-03,52.8,62.5,43.2,9.33
2496,2019-04,64.1,75.1,53.0,2.09
2497,2019-05,66.0,79.1,52.9,4.05
2498,2019-06,80.1,94.7,65.6,0.0
2499,2019-07,82.4,98.0,66.7,0.0
2500,2019-08,83.1,98.8,67.4,1.01
2501,2019-09,73.7,87.9,59.4,0.3
2502,2019-10,62.7,78.7,46.7,0.09
2503,2019-11,56.4,72.2,40.5,2.08
2504,2019-12,48.1,55.2,41.1,7.53
2505,2020-01,47.8,56.1,39.5,2.83
2506,2020-02,53.8,68.0,39.7,0.0
2507,2020-03,53.2,64.1,42.4,5.52
2508,2020-04,62.1,75.4,48.8,1.31
2509,2020-05,68.3,81.8,54.8,4.29
2510,2020-06,78.3,93.0,63.6,0.0
2511,2020-07,84.1,101.0,67.2,0.0
2512,2020-08,84.5,101.0,67.9,0.05
2513,2020-09,78.1,94.5,61.6,0.0
